FIX Tags:,
WIZ:PEN1.F_CV,
CIPName,CycleNumber,Step,Chemical,StartTime,ActTime,WizTime,ExpectedConc,AvConc,TimeInConc,ExpectedTemp,AvTemp,TimeInTemp,Soil,CIPNumber,CIPName,Client,Plant,CIPCircuit,Product,Operator,ProcessTime,CIPDate,CIPStartTime,CIPEndTime,CIPEndDate,WIZ:PEN2.F_CV,
BRD Evaporator,1.0,CAUSTIC PRERINSE USING,ALKAZOLV,0.4007523148148148,0.029120370370370366,0.003472222222222222,1.0,0.25,0.007129629629629631,70.0,38.2,0.010937500000000001,168.0,7.0,BRD Evaporator,Blue River Dairy,Powder,Evaporator,Sheeps Milk,Sanjay,3,41885.0,0.4007523148148148,0.585150462962963,41885.0,WIZ:PEN3.F_CV,
BRD Evaporator,2.0,CAUSTIC CYCLE USING,ALKAZOLV,0.42989583333333337,0.037442129629629624,0.037442129629629624,1.0,1.28,0.0022453703703703702,70.0,65.6,0.08988425925925926,11.0,7.0,BRD Evaporator,Blue River Dairy,Powder,Evaporator,Sheeps Milk,Sanjay,3,41885.0,0.4007523148148148,0.585150462962963,41885.0,WIZ:TEMPRATURE.F_CV,
BRD Evaporator,3.0,INTERMEDIATE RINSE,,0.4674768518518519,0.02085648148148148,0.02085648148148148,0.0,0.42,0.0022800925925925927,0.0,64.0,0.08997685185185185,13.0,7.0,BRD Evaporator,Blue River Dairy,Powder,Evaporator,Sheeps Milk,Sanjay,3,41885.0,0.4007523148148148,0.585150462962963,41885.0,WIZ:SHOWFIN.F_CV,
BRD Evaporator,4.0,ACID CYCLE USING,NITROBRITE,0.4883449074074074,0.059814814814814814,0.059814814814814814,1.0,0.58,0.007106481481481481,65.0,65.2,0.01798611111111111,2.0,7.0,BRD Evaporator,Blue River Dairy,Powder,Evaporator,Sheeps Milk,Sanjay,3,41885.0,0.4007523148148148,0.585150462962963,41885.0,
BRD Evaporator,5.0,FINAL RINSE,,0.5483217592592592,0.03681712962962963,0.03681712962962963,0.0,0.15,0.007152777777777779,0.0,36.5,0.018032407407407407,1.0,7.0,BRD Evaporator,Blue River Dairy,Powder,Evaporator,Sheeps Milk,Sanjay,3,41885.0,0.4007523148148148,0.585150462962963,41885.0,
,
